chinese,thai_meaning,category,hsk_level
无法,"ไม่สามารถ, เป็นไปไม่ได้",,hsk4
无论,"ไม่ว่า, ไม่ว่าอย่างไรก็ตาม",,hsk4
无限,"ไม่จำกัด, ไร้ขีดจำกัด",,hsk4
既,"ทั้ง...และ..., ตั้งแต่...จนถึง...",,hsk4
春季,ฤดูใบไม้ผลิ,,hsk4
是否,"หรือไม่, หรือเปล่า",,hsk4
显著,"อย่างเห็นได้ชัด, อย่างเด่นชัด",,hsk4
晒,"ตากแดด, อาบแดด, อวด",,hsk4
智力,"สติปัญญา, ความฉลาด",,hsk4
智能,"อัจฉริยะ, ฉลาด",,hsk4
暗,"มืด, ซ่อนเร้น, แอบแฝง",,hsk4
暗示,"บอกใบ้, แย้ม, ส่อความ",,hsk4
曾,"เคย, ได้",,hsk4
替,"แทน, เพื่อ",,hsk4
替代,"แทนที่, ทดแทน",,hsk4
最初,"ตอนแรก, เริ่มแรก, เดิมที",,hsk4
月底,ปลายเดือน,,hsk4
有劲儿,"มีแรง, มีกำลัง",,hsk4
有限,"จำกัด, มีขอบเขต",,hsk4
期中,กลางภาค,,hsk4
期待,"คาดหวัง, รอคอย",,hsk4
期末,"ปลายภาค, สิ้นสุดภาคเรียน",,hsk4
期限,"กำหนดเวลา, เส้นตาย",,hsk4
未必,"อาจจะไม่, ไม่แน่",,hsk4
末,"ปลาย, สุด, สิ้นสุด",,hsk4
本科,ปริญญาตรี,,hsk4
机构,"องค์กร, สถาบัน",,hsk4
机遇,"โอกาส, จังหวะ",,hsk4
材料,"วัตถุดิบ, วัสดุ, ข้อมูล",,hsk4
来得及,"ทัน, ทันเวลา",,hsk4
来源,"แหล่งที่มา, ที่มา",,hsk4
松,"หลวม, ผ่อน, คลาย ; สนุกสนาน, เพลิดเพลิน",,hsk4
松树,ต้นสน,,hsk4
极,"สุด, อย่างยิ่ง, มาก ; ขั้ว (โลก)",,hsk4
极其,"อย่างยิ่ง, มาก, สุดๆ",,hsk4
构成,"ประกอบด้วย, ก่อตัวเป็น, สร้างขึ้น",,hsk4
构造,"โครงสร้าง, การก่อสร้าง, โครงสร้าง (ทางกายภาพหรือนามธรรม)",,hsk4
树叶,"ใบไม้, ใบไม้ต้นไม้",,hsk4
树林,"ป่า, ดง",,hsk4
根,"ราก, ต้นตอ, สาเหตุ",,hsk4
格外,"เป็นพิเศษ, อย่างยิ่ง, มากเป็นพิเศษ",,hsk4
梦,"ความฝัน, ฝัน",,hsk4
检测,"ตรวจจับ, ตรวจสอบ, ทดสอบ",,hsk4
棵,ลักษณนามของต้นไม้หรือพืช,,hsk4
植物,"พืช, ต้นไม้",,hsk4
楼梯,บันได,,hsk4
概括,"สรุป, ย่อความ",,hsk4
模型,"แบบจำลอง, โมเดล",,hsk4
模特儿,"หุ่น, หุ่นโชว์, นางแบบ",,hsk4
此,"นี้, ตรงนี้",,hsk4
此外,"นอกจากนี้, ยิ่งไปกว่านั้น",,hsk4
步行,"เดิน, การเดิน",,hsk4
比分,"คะแนน, สกอร์",,hsk4
毕业生,"ผู้สำเร็จการศึกษา, บัณฑิต",,hsk4
毫升,มิลลิลิตร,,hsk4
毫米,มิลลิเมตร,,hsk4
气球,ลูกโป่ง,,hsk4
汇,"รวม, รวบรวม ; แลกเปลี่ยนเงินตรา",,hsk4
汇报,"รายงาน, แจ้ง",,hsk4
江,แม่น้ำ (โดยเฉพาะแม่น้ำใหญ่ในจีน),,hsk4
沉,"จม, ดิ่ง ; หนัก, ท่วมท้น",,hsk4
沉重,"หนัก, ถ่วง, หนักอึ้ง",,hsk4
沉默,"เงียบ, สงบ, นิ่งเฉย",,hsk4
没想到,"ไม่คาดคิด, นึกไม่ถึง",,hsk4
没法儿,"ไม่มีทาง, ทำไม่ได้",,hsk4
治,"รักษา, บำบัด, จัดการ",,hsk4
法,"กฎหมาย, วิธีการ, หนทาง",,hsk4
法官,ผู้พิพากษา,,hsk4
法院,ศาล,,hsk4
泪水,น้ำตา,,hsk4
测,"วัด, ตรวจสอบ, ทดสอบ",,hsk4
测试,"การทดสอบ, การตรวจสอบ",,hsk4
测量,"การวัด, การสำรวจ",,hsk4
浓,"เข้มข้น, หนาแน่น, รุนแรง",,hsk4
海水,น้ำทะเล,,hsk4
海鲜,อาหารทะเล,,hsk4
消化,"ย่อย, การย่อย",,hsk4
淡,"จืด, อ่อน, เบา",,hsk4
深厚,"ลึกซึ้ง, ลึกซึ้งกินใจ",,hsk4
渐渐,"ค่อยๆ, ทีละน้อย, เรื่อยๆ",,hsk4
湿,"เปียก, ชื้น",,hsk4
演讲,"การกล่าวสุนทรพจน์, การปราศรัย, การบรรยาย",,hsk4
潮,"ชื้น, เปียก ; กระแสน้ำ, กระแส, แฟชั่น",,hsk4
潮流,"กระแสน้ำ, กระแส, แฟชั่น",,hsk4
灯光,"แสงไฟ, แสงสว่าง",,hsk4
点名,"การขานชื่อ, การเรียกชื่อ",,hsk4
烧,"เผา, ไหม้ ; ปรุงอาหาร, ทำอาหาร",,hsk4
热心,"กระตือรือร้น, ใจดี, มีน้ำใจ",,hsk4
熟练,"ชำนาญ, คล่องแคล่ว, เชี่ยวชาญ",,hsk4
燃料,เชื้อเพลิง,,hsk4
燃烧,"เผาไหม้, ลุกไหม้",,hsk4
爱国,รักชาติ,,hsk4
片面,"ฝ่ายเดียว, ด้านเดียว, ไม่รอบด้าน",,hsk4
牌,"ป้าย, แผ่นป้าย ; ไพ่",,hsk4
牙,ฟัน,,hsk4
特征,"ลักษณะเฉพาะ, คุณสมบัติ, จุดเด่น",,hsk4
特殊,"พิเศษ, เป็นพิเศษ, ไม่ธรรมดา",,hsk4
独自,"คนเดียว, ด้วยตัวเอง, ลำพัง",,hsk4
猴子,ลิง,,hsk4
率先,"เป็นคนแรก, นำหน้า, ริเริ่ม",,hsk4
玉,หยก,,hsk4
王,"ราชา, กษัตริย์, พระราชา",,hsk4
瓜,"แตง, ฟัก",,hsk4
用途,"ประโยชน์, การใช้งาน, วัตถุประสงค์",,hsk4
电动车,"รถจักรยานยนต์ไฟฟ้า, รถไฟฟ้า",,hsk4
电源,"แหล่งจ่ายไฟ, แหล่งพลังงาน",,hsk4
电灯,"หลอดไฟ, โคมไฟ",,hsk4
男士,"สุภาพบุรุษ, ผู้ชาย",,hsk4
男女,"ชายหญิง, เพศชายและหญิง",,hsk4
疑问,"ข้อสงสัย, ความกังขา, คำถาม",,hsk4
疗养,"การพักฟื้น, การบำบัด, การพักผ่อนเพื่อสุขภาพ",,hsk4
痛快,"สบายใจ, สนุกสนาน, สะใจ",,hsk4
登,"ขึ้น, ปีน",,hsk4
登山,การปีนเขา,,hsk4
百货,"ห้างสรรพสินค้า, สินค้าเบ็ดเตล็ด",,hsk4
盐,เกลือ,,hsk4
盖,"ปก, ปิด, สร้าง",,hsk4
盘,"จาน, ถาด ; แผ่นเสียง",,hsk4
相处,"การอยู่ร่วมกัน, การเข้าสังคม, การปฏิสัมพันธ์",,hsk4
看望,"เยี่ยมเยียน, ไปหา",,hsk4
眼泪,น้ำตา,,hsk4
眼里,"ในสายตา, ในความเห็น",,hsk4
着火,"ไฟไหม้, ติดไฟ",,hsk4
睡着,"หลับไป, เผลอหลับ",,hsk4
矮小,"เตี้ย, ตัวเล็ก",,hsk4
研制,วิจัยและพัฒนา,,hsk4
祝福,"คำอวยพร, การอวยพร",,hsk4
神秘,"ลึกลับ, น่าพิศวง",,hsk4
神话,"เทพนิยาย, ตำนาน",,hsk4
离不开,"ขาดไม่ได้, จำเป็นต้องมี",,hsk4
秋季,ฤดูใบไม้ร่วง,,hsk4
种植,"ปลูก, เพาะปลูก",,hsk4
秘密,"ความลับ, ความลับเฉพาะ",,hsk4
积累,"สะสม, สั่งสม",,hsk4
移,"ย้าย, เคลื่อนย้าย ; อพยพ",,hsk4
移动,"เคลื่อนที่, เคลื่อนไหว",,hsk4
移民,"อพยพ, ย้ายถิ่นฐาน",,hsk4
稳,"มั่นคง, เสถียร",,hsk4
穷,"ยากจน, ขัดสน ; สิ้นสุด, จบ",,hsk4
穷人,"คนจน, คนยากจน",,hsk4
空间,"พื้นที่, ช่องว่าง ; อวกาศ",,hsk4
穿上,"สวมใส่, ใส่",,hsk4
窗台,"ขอบหน้าต่าง, วงกบหน้าต่าง",,hsk4
窗子,หน้าต่าง,,hsk4
立即,"ทันที, ทันใดนั้น",,hsk4
童年,"วัยเด็ก, วัยเยาว์",,hsk4
童话,"นิทาน, เรื่องเล่า",,hsk4
符号,"สัญลักษณ์, เครื่องหมาย",,hsk4
笨,"โง่, ทึ่ม",,hsk4
箱,"กล่อง, หีบ",,hsk4
类型,"ประเภท, ชนิด",,hsk4
粗,"หยาบ, หนา ; อ้วน",,hsk4
系列,"ชุด, ซีรีส์",,hsk4
系统,ระบบ ; ระบบการทำงาน,,hsk4
紧密,"ใกล้ชิด, แนบแน่น",,hsk4
红包,"ซองแดง, อั่งเปา",,hsk4
纪律,"ระเบียบวินัย, กฎระเบียบ",,hsk4
纯,"บริสุทธิ์, สะอาด",,hsk4
纯净水,"น้ำบริสุทธิ์, น้ำดื่มบรรจุขวด",,hsk4
纷纷,"อย่างต่อเนื่อง, เป็นแถว",,hsk4
细,"ละเอียด, บาง",,hsk4
细致,"ละเอียด, พิถีพิถัน",,hsk4
经典,"คลาสสิก, เป็นที่นิยม",,hsk4
结,"ผูก, สรุป ; ผล, ข้อสรุป",,hsk4
统计,"สถิติ, การรวบรวมข้อมูล",,hsk4
维修,"ซ่อมแซม, บำรุงรักษา",,hsk4
维持,"รักษา, คงไว้",,hsk4
综合,"ครอบคลุม, สังเคราะห์",,hsk4
缓解,"บรรเทา, ผ่อนคลาย",,hsk4
编,"ถัก, เรียบเรียง",,hsk4
缩小,"ลดขนาด, ทำให้แคบลง",,hsk4
缩短,"ย่อ, ทำให้สั้นลง",,hsk4
网址,"เว็บไซต์, ที่อยู่เว็บไซต์",,hsk4
美金,"เงินดอลลาร์สหรัฐ, ดอลลาร์",,hsk4
老婆,"ภรรยา, เมีย",,hsk4
老家,"บ้านเกิด, บ้านเก่า",,hsk4
老虎,"เสือ, พยัคฆ์",,hsk4
而是,"แต่, หากแต่",,hsk4
耳机,หูฟัง,,hsk4
聚,"รวมตัว, ชุมนุม, ตั้งวง ; ทำให้, ก่อให้เกิด",,hsk4
肥,"อ้วน, พี ; มากเกินไป, เกินควร ; โชคดี, เป็นมงคล",,hsk4
背景,"พื้นหลัง, ฉากหลัง ; เบื้องหลัง",,hsk4
胖子,คนอ้วน,,hsk4
胸部,"หน้าอก, เต้านม",,hsk4
能干,"มีความสามารถ, เก่ง, เชี่ยวชาญ",,hsk4
脑袋,"สมอง, หัว ; ความคิด, สติปัญญา",,hsk4
脱,"ถอด, เปลื้อง ; หลุด, ร่วง ; ออก (จากตำแหน่ง)",,hsk4
自,"ตัวเอง, ตนเอง ; โดยธรรมชาติ, โดยกำเนิด ; เกิดขึ้นเอง",,hsk4
舒适,"สบาย, สะดวกสบาย",,hsk4
良好,"ดี, เป็นที่พอใจ, เหมาะสม",,hsk4
色,สี ; รสชาติ ; เพศ ; ความปรารถนาทางเพศ,,hsk4
色彩,"สี, สีสัน",,hsk4
苦,"ขม, รม ; ทุกข์, ยากลำบาก",,hsk4
英勇,"กล้าหาญ, ห้าวหาญ, เด็ดเดี่ยว",,hsk4
药物,"ยา, สารเคมี",,hsk4
获,"ได้รับ, ได้รับมา",,hsk4
获取,"ได้รับ, ได้รับมา",,hsk4
获奖,ได้รับรางวัล,,hsk4
落,"ตก, ร่วง, หล่น ; อยู่, ตั้งอยู่ ; จบ, สิ้นสุด ; ใส่, วาง",,hsk4
著作,"งานเขียน, ผลงาน",,hsk4
薄,"บาง, เบา, จืดชืด ; ไม่สำคัญ, เล็กน้อย",,hsk4
虫子,"แมลง, ตัวอ่อน",,hsk4
